band_width,n_neighbors,weights,metric,accuracy_train,accuracy_test
80,15,distance,manhattan,1.0,0.576
80,20,distance,chebyshev,1.0,0.576
50,6,distance,manhattan,1.0,0.576
110,20,distance,minkowski,1.0,0.576
10,12,distance,chebyshev,1.0,0.576
20,9,distance,euclidean,1.0,0.576
30,9,distance,chebyshev,1.0,0.576
30,9,distance,manhattan,1.0,0.576
30,11,distance,chebyshev,1.0,0.576
30,16,distance,chebyshev,1.0,0.576
30,5,distance,chebyshev,1.0,0.576
30,19,distance,chebyshev,1.0,0.576
10,5,distance,minkowski,1.0,0.576
10,5,distance,euclidean,1.0,0.576
30,4,distance,manhattan,1.0,0.576
30,20,distance,euclidean,1.0,0.576
10,8,distance,manhattan,1.0,0.576
30,20,distance,minkowski,1.0,0.576
20,9,distance,minkowski,1.0,0.576
40,19,distance,manhattan,1.0,0.576
20,7,distance,chebyshev,1.0,0.576
40,9,distance,manhattan,1.0,0.576
40,12,distance,minkowski,1.0,0.576
20,6,distance,chebyshev,1.0,0.576
40,10,distance,euclidean,1.0,0.576
40,10,distance,minkowski,1.0,0.576
40,12,distance,euclidean,1.0,0.576
60,17,distance,euclidean,1.0,0.568
40,16,distance,manhattan,1.0,0.568
40,17,distance,manhattan,1.0,0.568
50,15,distance,chebyshev,1.0,0.568
60,14,distance,chebyshev,1.0,0.568
60,16,distance,manhattan,1.0,0.568
110,5,distance,euclidean,1.0,0.568
60,17,distance,manhattan,1.0,0.568
60,19,distance,euclidean,1.0,0.568
60,17,distance,minkowski,1.0,0.568
60,18,distance,euclidean,1.0,0.568
40,6,distance,chebyshev,1.0,0.568
60,19,distance,minkowski,1.0,0.568
110,5,distance,minkowski,1.0,0.568
110,5,distance,chebyshev,1.0,0.568
60,18,distance,minkowski,1.0,0.568
30,10,distance,minkowski,1.0,0.568
80,12,distance,euclidean,1.0,0.568
30,10,distance,euclidean,1.0,0.568
30,4,distance,euclidean,1.0,0.568
60,2,uniform,manhattan,0.7695390781563126,0.568
50,1,uniform,manhattan,1.0,0.568
50,1,distance,manhattan,1.0,0.568
50,2,distance,manhattan,1.0,0.568
60,4,distance,manhattan,1.0,0.568
60,4,distance,chebyshev,1.0,0.568
60,6,distance,manhattan,1.0,0.568
30,4,uniform,chebyshev,0.7234468937875751,0.568
60,7,distance,manhattan,1.0,0.568
30,4,distance,minkowski,1.0,0.568
60,11,distance,chebyshev,1.0,0.568
10,19,distance,minkowski,1.0,0.568
30,5,uniform,chebyshev,0.6933867735470942,0.568
40,18,distance,manhattan,1.0,0.568
30,6,distance,chebyshev,1.0,0.568
10,19,distance,euclidean,1.0,0.568
40,15,distance,minkowski,1.0,0.568
60,10,distance,minkowski,1.0,0.568
90,15,distance,manhattan,1.0,0.568
30,8,distance,chebyshev,1.0,0.568
60,10,distance,euclidean,1.0,0.568
110,5,distance,manhattan,1.0,0.568
40,15,distance,manhattan,1.0,0.568
70,5,distance,euclidean,1.0,0.568
70,5,distance,minkowski,1.0,0.568
40,7,distance,chebyshev,1.0,0.568
10,3,distance,chebyshev,1.0,0.568
50,9,distance,manhattan,1.0,0.568
80,5,distance,manhattan,1.0,0.568
10,4,distance,chebyshev,1.0,0.568
10,9,distance,manhattan,1.0,0.568
80,6,distance,manhattan,1.0,0.568
80,12,distance,minkowski,1.0,0.568
70,8,distance,manhattan,1.0,0.568
70,8,distance,chebyshev,1.0,0.568
40,8,distance,chebyshev,1.0,0.568
70,11,distance,manhattan,1.0,0.568
80,8,distance,manhattan,1.0,0.568
80,9,distance,manhattan,1.0,0.568
70,5,distance,chebyshev,1.0,0.568
50,5,distance,manhattan,1.0,0.568
50,4,distance,manhattan,1.0,0.568
40,14,distance,euclidean,1.0,0.568
70,20,distance,manhattan,1.0,0.568
50,11,distance,minkowski,1.0,0.568
40,15,distance,euclidean,1.0,0.568
80,19,distance,chebyshev,1.0,0.568
50,11,distance,euclidean,1.0,0.568
40,14,distance,minkowski,1.0,0.568
10,11,distance,manhattan,1.0,0.568
10,10,distance,manhattan,1.0,0.568
70,10,distance,manhattan,1.0,0.568
50,10,distance,euclidean,1.0,0.568
80,3,uniform,chebyshev,0.7855711422845691,0.568
50,10,distance,minkowski,1.0,0.568
60,5,distance,manhattan,1.0,0.56
40,20,distance,euclidean,1.0,0.56
80,8,distance,euclidean,1.0,0.56
60,3,distance,manhattan,1.0,0.56
60,4,uniform,manhattan,0.7134268537074149,0.56
70,11,distance,chebyshev,1.0,0.56
80,8,distance,minkowski,1.0,0.56
80,5,distance,euclidean,1.0,0.56
80,6,distance,chebyshev,1.0,0.56
60,5,distance,minkowski,1.0,0.56
70,12,distance,manhattan,1.0,0.56
60,7,distance,chebyshev,1.0,0.56
80,3,uniform,manhattan,0.779559118236473,0.56
40,19,distance,chebyshev,1.0,0.56
80,5,distance,minkowski,1.0,0.56
40,11,distance,chebyshev,1.0,0.56
60,5,distance,euclidean,1.0,0.56
80,4,uniform,chebyshev,0.7194388777555111,0.56
60,12,distance,euclidean,1.0,0.56
80,9,distance,euclidean,1.0,0.56
40,17,distance,euclidean,1.0,0.56
80,20,distance,minkowski,1.0,0.56
60,2,uniform,minkowski,0.7635270541082164,0.56
60,19,distance,chebyshev,1.0,0.56
40,14,distance,manhattan,1.0,0.56
40,13,distance,minkowski,1.0,0.56
40,13,distance,euclidean,1.0,0.56
60,17,distance,chebyshev,1.0,0.56
60,15,distance,minkowski,1.0,0.56
60,15,distance,chebyshev,1.0,0.56
60,15,distance,euclidean,1.0,0.56
60,14,distance,minkowski,1.0,0.56
70,6,distance,euclidean,1.0,0.56
60,14,distance,euclidean,1.0,0.56
80,9,distance,chebyshev,1.0,0.56
60,13,distance,minkowski,1.0,0.56
60,13,distance,chebyshev,1.0,0.56
70,6,distance,manhattan,1.0,0.56
60,13,distance,euclidean,1.0,0.56
70,6,distance,minkowski,1.0,0.56
70,7,distance,manhattan,1.0,0.56
60,12,distance,minkowski,1.0,0.56
60,12,distance,chebyshev,1.0,0.56
80,20,distance,euclidean,1.0,0.56
80,11,distance,chebyshev,1.0,0.56
80,9,distance,minkowski,1.0,0.56
30,7,distance,chebyshev,1.0,0.56
40,20,distance,manhattan,1.0,0.56
40,17,distance,minkowski,1.0,0.56
60,2,uniform,chebyshev,0.7635270541082164,0.56
10,10,distance,euclidean,1.0,0.56
50,14,distance,minkowski,1.0,0.56
50,14,distance,euclidean,1.0,0.56
50,13,distance,minkowski,1.0,0.56
50,13,distance,manhattan,1.0,0.56
50,13,distance,euclidean,1.0,0.56
60,2,uniform,euclidean,0.7635270541082164,0.56
